feature,importance,rank,selected
fase_elim_mean_m7_g,0.0005439046,530,0
fmt_singles_mean_m9_g,0.0005009153,531,0
nb_ratio_m3_vs_m5_p,0.00045810762,532,0
meses_activo_m7_g,0.0004569308,533,0
liga_pms_sum_m36_p,0.00045220516,534,0
fase_elim_mean_m12_g,0.00044446514,535,0
cat_liga_mean_m12_g,0.00040703913,536,0
fase_rondas_mean_m12_p,0.00039691475,537,0
nb_ratio_m1_vs_m3_g,0.00036301,538,0
fase_elim_sum_m7_p,0.00036240421,539,0
n_batallas_m24_p,0.00032629847,540,0
liga_pss_mean_m12_g,0.00030122118,541,0
wr_tier_BABY RANDOM SINGLES_m1_p,0.0002749475,542,0
wr_tier_VGC_m7_g,0.00023833623,543,0
cat_liga_sum_m5_g,0.00022584604,544,0
fase_elim_mean_m1_g,0.00019770392,545,0
wr_tier_OU_m3_g,0.00018854723,546,0
wr_tier_BABY RANDOM SINGLES_m3_g,0.00016994435,547,0
meses_activo_m5_p,0.00016168017,548,0
fase_elim_mean_m3_p,0.00014916561,549,0
wr_tier_RANDOM DOUBLES_m12_g,0.00014769628,550,0
n_batallas_m1_p,0.00014722529,551,0
wr_tier_DOU_m7_g,9.3902476e-05,552,0
cat_liga_mean_m1_g,3.5028846e-05,553,0
wr_tier_DOU_m24_g,9.5078184e-07,554,0
wr_tier_STADIUM OU GEN 2_m15_g,0.0,555,0
wr_tier_UBERS_m15_g,0.0,556,0
wr_tier_VGC 2010_m15_g,0.0,557,0
fmt_singles_sum_m18_g,0.0,558,0
fase_jornadas_sum_m7_g,0.0,559,0
fase_jornadas_mean_m7_g,0.0,560,0
pokes_venc_sum_m7_g,0.0,561,0
participo_liga_sum_m7_g,0.0,562,0
participo_liga_mean_m7_g,0.0,563,0
liga_pms_sum_m7_g,0.0,564,0
liga_pms_mean_m7_g,0.0,565,0
liga_pss_mean_m7_g,0.0,566,0
liga_pes_sum_m7_g,0.0,567,0
liga_pes_mean_m7_g,0.0,568,0
liga_pjs_sum_m7_g,0.0,569,0
liga_pjs_mean_m7_g,0.0,570,0
liga_pls_sum_m7_g,0.0,571,0
liga_pls_mean_m7_g,0.0,572,0
wr_tier_BABY RANDOM SINGLES_m7_g,0.0,573,0
wr_tier_BSS_m7_g,0.0,574,0
wr_tier_CHAMPIONS_m7_g,0.0,575,0
wr_tier_DOBLES LC_m7_g,0.0,576,0
wr_tier_DUBERS_m7_g,0.0,577,0
wr_tier_Free For all_m7_g,0.0,578,0
wr_tier_Free For all Randoms_m7_g,0.0,579,0
wr_tier_LC_m7_g,0.0,580,0
wr_tier_LEYENDAS Z-A OU_m7_g,0.0,581,0
wr_tier_METRONOMO_m7_g,0.0,582,0
fmt_vgc_mean_m18_g,0.0,583,0
cat_liga_sum_m18_g,0.0,584,0
cat_torneo_mean_m18_g,0.0,585,0
cat_cypher_sum_m18_g,0.0,586,0
cat_cypher_mean_m18_g,0.0,587,0
fase_elim_sum_m18_g,0.0,588,0
fase_grupos_mean_m18_g,0.0,589,0
fase_jornadas_sum_m18_g,0.0,590,0
fase_jornadas_mean_m18_g,0.0,591,0
fase_rondas_sum_m18_g,0.0,592,0
fase_rondas_mean_m18_g,0.0,593,0
pokes_venc_sum_m18_g,0.0,594,0
participo_liga_sum_m18_g,0.0,595,0
participo_liga_mean_m18_g,0.0,596,0
liga_pms_sum_m18_g,0.0,597,0
liga_pss_sum_m18_g,0.0,598,0
liga_pes_sum_m18_g,0.0,599,0
liga_pes_mean_m18_g,0.0,600,0
liga_pjs_sum_m18_g,0.0,601,0
liga_pjs_mean_m18_g,0.0,602,0
liga_pls_sum_m18_g,0.0,603,0
liga_pls_mean_m18_g,0.0,604,0
wr_tier_BABY RANDOM SINGLES_m18_g,0.0,605,0
wr_tier_BSS_m18_g,0.0,606,0
wr_tier_CHAMPIONS_m18_g,0.0,607,0
wr_tier_DOBLES LC_m18_g,0.0,608,0
wr_tier_DUBERS_m18_g,0.0,609,0
wr_tier_Free For all_m18_g,0.0,610,0
wr_tier_Free For all Randoms_m18_g,0.0,611,0
wr_tier_LC_m18_g,0.0,612,0
wr_tier_LEYENDAS Z-A OU_m18_g,0.0,613,0
wr_tier_METRONOMO_m18_g,0.0,614,0
wr_tier_MultiRandomBattle_m18_g,0.0,615,0
wr_tier_NAT DEX DOBLES_m18_g,0.0,616,0
wr_tier_NAT DEX DUBERS_m18_g,0.0,617,0
wr_tier_NAT DEX MONOTYPE_m18_g,0.0,618,0
wr_tier_NAT DEX UBERS_m18_g,0.0,619,0
wr_tier_NAT DEX UBERS UU_m18_g,0.0,620,0
wr_tier_ORRE COLOSSEUM_m18_g,0.0,621,0
wr_tier_RANDOM SINGLES_m18_g,0.0,622,0
wr_tier_STADIUM OU GEN 1_m18_g,0.0,623,0
wr_tier_STADIUM OU GEN 2_m18_g,0.0,624,0
wr_tier_UBERS_m18_g,0.0,625,0
wr_tier_VGC 2010_m18_g,0.0,626,0
meses_activo_m24_g,0.0,627,0
fmt_singles_sum_m24_g,0.0,628,0
fmt_dobles_mean_m24_g,0.0,629,0
fmt_vgc_sum_m24_g,0.0,630,0
cat_torneo_mean_m24_g,0.0,631,0
cat_ascenso_sum_m24_g,0.0,632,0
cat_ascenso_mean_m24_g,0.0,633,0
cat_cypher_sum_m24_g,0.0,634,0
cat_cypher_mean_m24_g,0.0,635,0
fase_jornadas_sum_m24_g,0.0,636,0
fase_jornadas_mean_m24_g,0.0,637,0
fase_rondas_mean_m24_g,0.0,638,0
pokes_venc_sum_m24_g,0.0,639,0
participo_liga_sum_m24_g,0.0,640,0
participo_liga_mean_m24_g,0.0,641,0
liga_pms_sum_m24_g,0.0,642,0
liga_pss_sum_m24_g,0.0,643,0
liga_pes_sum_m24_g,0.0,644,0
liga_pes_mean_m24_g,0.0,645,0
liga_pls_sum_m24_g,0.0,646,0
liga_pls_mean_m24_g,0.0,647,0
wr_tier_BABY RANDOM SINGLES_m24_g,0.0,648,0
wr_tier_BSS_m24_g,0.0,649,0
wr_tier_CHAMPIONS_m24_g,0.0,650,0
wr_tier_DOBLES LC_m24_g,0.0,651,0
wr_tier_DUBERS_m24_g,0.0,652,0
fase_grupos_sum_m15_g,0.0,653,0
fase_jornadas_sum_m15_g,0.0,654,0
fase_jornadas_mean_m15_g,0.0,655,0
fase_rondas_sum_m15_g,0.0,656,0
fase_rondas_mean_m15_g,0.0,657,0
pokes_sob_sum_m15_g,0.0,658,0
participo_liga_sum_m15_g,0.0,659,0
participo_liga_mean_m15_g,0.0,660,0
liga_pes_sum_m15_g,0.0,661,0
liga_pes_mean_m15_g,0.0,662,0
liga_pjs_mean_m15_g,0.0,663,0
liga_pls_sum_m15_g,0.0,664,0
liga_pls_mean_m15_g,0.0,665,0
wr_tier_BABY RANDOM SINGLES_m15_g,0.0,666,0
wr_tier_BSS_m15_g,0.0,667,0
wr_tier_CHAMPIONS_m15_g,0.0,668,0
wr_tier_DOBLES LC_m15_g,0.0,669,0
wr_tier_DUBERS_m15_g,0.0,670,0
wr_tier_Free For all_m15_g,0.0,671,0
wr_tier_Free For all Randoms_m15_g,0.0,672,0
wr_tier_LC_m15_g,0.0,673,0
wr_tier_LEYENDAS Z-A OU_m15_g,0.0,674,0
wr_tier_METRONOMO_m15_g,0.0,675,0
wr_tier_MultiRandomBattle_m15_g,0.0,676,0
wr_tier_NAT DEX DUBERS_m15_g,0.0,677,0
wr_tier_NAT DEX MONOTYPE_m15_g,0.0,678,0
wr_tier_NAT DEX UBERS_m15_g,0.0,679,0
wr_tier_Free For all_m24_g,0.0,680,0
wr_tier_Free For all Randoms_m24_g,0.0,681,0
wr_tier_LC_m24_g,0.0,682,0
wr_tier_LEYENDAS Z-A OU_m24_g,0.0,683,0
wr_tier_METRONOMO_m24_g,0.0,684,0
wr_tier_MultiRandomBattle_m24_g,0.0,685,0
wr_tier_NAT DEX DUBERS_m24_g,0.0,686,0
wr_tier_NAT DEX MONOTYPE_m24_g,0.0,687,0
wr_tier_NAT DEX UBERS_m24_g,0.0,688,0
wr_tier_NAT DEX UBERS UU_m24_g,0.0,689,0
wr_tier_ORRE COLOSSEUM_m24_g,0.0,690,0
wr_tier_OU_m24_g,0.0,691,0
wr_tier_STADIUM OU GEN 1_m24_g,0.0,692,0
wr_tier_STADIUM OU GEN 2_m24_g,0.0,693,0
wr_tier_VGC_m24_g,0.0,694,0
wr_tier_VGC 2010_m24_g,0.0,695,0
n_batallas_m36_g,0.0,696,0
meses_activo_m36_g,0.0,697,0
fmt_singles_sum_m36_g,0.0,698,0
fmt_singles_mean_m36_g,0.0,699,0
fmt_dobles_mean_m36_g,0.0,700,0
fmt_vgc_sum_m36_g,0.0,701,0
cat_liga_sum_m36_g,0.0,702,0
cat_cypher_sum_m36_g,0.0,703,0
fase_elim_sum_m36_g,0.0,704,0
fase_grupos_mean_m36_g,0.0,705,0
fase_jornadas_sum_m36_g,0.0,706,0
fase_jornadas_mean_m36_g,0.0,707,0
fase_rondas_mean_m36_g,0.0,708,0
pokes_venc_sum_m36_g,0.0,709,0
wr_tier_NAT DEX MONOTYPE_m5_g,0.0,710,0
wr_tier_NAT DEX UBERS_m5_g,0.0,711,0
wr_tier_NAT DEX UBERS UU_m5_g,0.0,712,0
wr_tier_ORRE COLOSSEUM_m5_g,0.0,713,0
wr_tier_STADIUM OU GEN 1_m5_g,0.0,714,0
wr_tier_STADIUM OU GEN 2_m5_g,0.0,715,0
wr_tier_UBERS_m5_g,0.0,716,0
wr_tier_VGC 2010_m5_g,0.0,717,0
n_batallas_m7_g,0.0,718,0
winrate_m7_g,0.0,719,0
fmt_singles_sum_m7_g,0.0,720,0
fmt_dobles_mean_m7_g,0.0,721,0
cat_liga_mean_m7_g,0.0,722,0
cat_ascenso_sum_m7_g,0.0,723,0
cat_ascenso_mean_m7_g,0.0,724,0
cat_cypher_sum_m7_g,0.0,725,0
cat_cypher_mean_m7_g,0.0,726,0
participo_liga_sum_m36_g,0.0,727,0
participo_liga_mean_m36_g,0.0,728,0
liga_pms_sum_m36_g,0.0,729,0
liga_pms_mean_m36_g,0.0,730,0
liga_pss_sum_m36_g,0.0,731,0
liga_pes_sum_m36_g,0.0,732,0
liga_pes_mean_m36_g,0.0,733,0
liga_pls_sum_m36_g,0.0,734,0
liga_pls_mean_m36_g,0.0,735,0
wr_tier_BABY RANDOM SINGLES_m36_g,0.0,736,0
wr_tier_BSS_m36_g,0.0,737,0
wr_tier_CHAMPIONS_m36_g,0.0,738,0
wr_tier_DOBLES LC_m36_g,0.0,739,0
wr_tier_DUBERS_m36_g,0.0,740,0
wr_tier_Free For all_m36_g,0.0,741,0
wr_tier_Free For all Randoms_m36_g,0.0,742,0
wr_tier_LC_m36_g,0.0,743,0
wr_tier_LEYENDAS Z-A OU_m36_g,0.0,744,0
wr_tier_METRONOMO_m36_g,0.0,745,0
wr_tier_MultiRandomBattle_m36_g,0.0,746,0
wr_tier_NAT DEX DUBERS_m36_g,0.0,747,0
wr_tier_NAT DEX MONOTYPE_m36_g,0.0,748,0
wr_tier_NAT DEX UBERS_m36_g,0.0,749,0
wr_tier_NAT DEX UBERS UU_m36_g,0.0,750,0
wr_tier_ORRE COLOSSEUM_m36_g,0.0,751,0
wr_tier_RANDOM DOUBLES_m36_g,0.0,752,0
wr_tier_RANDOM SINGLES_m36_g,0.0,753,0
wr_tier_STADIUM OU GEN 1_m36_g,0.0,754,0
wr_tier_STADIUM OU GEN 2_m36_g,0.0,755,0
wr_tier_UBERS_m36_g,0.0,756,0
wr_tier_VGC 2010_m36_g,0.0,757,0
ma_ratio_m1_vs_m3_g,0.0,758,0
ma_ratio_m3_vs_m5_g,0.0,759,0
wr_ratio_m1_vs_m12_g,0.0,760,0
ma_ratio_m1_vs_m12_g,0.0,761,0
nb_diff_m12_vs_m24_g,0.0,762,0
nb_ratio_m24_vs_m36_g,0.0,763,0
nb_diff_m1_vs_m36_g,0.0,764,0
log_n_batallas_m1_g,0.0,765,0
log_n_batallas_m3_g,0.0,766,0
log_n_batallas_m5_g,0.0,767,0
log_n_batallas_m7_g,0.0,768,0
log_n_batallas_m9_g,0.0,769,0
log_n_batallas_m12_g,0.0,770,0
log_n_batallas_m15_g,0.0,771,0
log_n_batallas_m18_g,0.0,772,0
log_n_batallas_m24_g,0.0,773,0
log_n_batallas_m36_g,0.0,774,0
log_meses_activo_m1_g,0.0,775,0
log_meses_activo_m3_g,0.0,776,0
log_meses_activo_m5_g,0.0,777,0
log_meses_activo_m7_g,0.0,778,0
log_meses_activo_m9_g,0.0,779,0
log_meses_activo_m12_g,0.0,780,0
log_meses_activo_m15_g,0.0,781,0
log_meses_activo_m18_g,0.0,782,0
log_meses_activo_m24_g,0.0,783,0
log_meses_activo_m36_g,0.0,784,0
log1p_wr_winrate_m1_g,0.0,785,0
log1p_wr_winrate_m3_g,0.0,786,0
log1p_wr_winrate_m5_g,0.0,787,0
log1p_wr_winrate_m7_g,0.0,788,0
log1p_wr_winrate_m9_g,0.0,789,0
log1p_wr_winrate_m12_g,0.0,790,0
log1p_wr_winrate_m15_g,0.0,791,0
log1p_wr_winrate_m18_g,0.0,792,0
log1p_wr_winrate_m24_g,0.0,793,0
wr_tier_LEYENDAS Z-A OU_m12_g,0.0,794,0
wr_tier_METRONOMO_m12_g,0.0,795,0
wr_tier_MultiRandomBattle_m12_g,0.0,796,0
wr_tier_NAT DEX DOBLES_m12_g,0.0,797,0
wr_tier_NAT DEX DUBERS_m12_g,0.0,798,0
wr_tier_NAT DEX MONOTYPE_m12_g,0.0,799,0
wr_tier_NAT DEX UBERS_m12_g,0.0,800,0
wr_tier_NAT DEX UBERS UU_m12_g,0.0,801,0
wr_tier_ORRE COLOSSEUM_m12_g,0.0,802,0
wr_tier_STADIUM OU GEN 1_m12_g,0.0,803,0
wr_tier_STADIUM OU GEN 2_m12_g,0.0,804,0
wr_tier_UBERS_m12_g,0.0,805,0
wr_tier_VGC_m12_g,0.0,806,0
wr_tier_VGC 2010_m12_g,0.0,807,0
n_batallas_m15_g,0.0,808,0
meses_activo_m15_g,0.0,809,0
fmt_singles_sum_m15_g,0.0,810,0
fmt_vgc_sum_m15_g,0.0,811,0
cat_liga_sum_m15_g,0.0,812,0
cat_torneo_sum_m15_g,0.0,813,0
cat_ascenso_sum_m15_g,0.0,814,0
cat_ascenso_mean_m15_g,0.0,815,0
cat_cypher_sum_m15_g,0.0,816,0
cat_cypher_mean_m15_g,0.0,817,0
fase_elim_sum_m15_g,0.0,818,0
log1p_wr_winrate_m36_g,0.0,819,0
meses_activo_m1_p,0.0,820,0
fmt_singles_mean_m1_p,0.0,821,0
fmt_dobles_mean_m1_p,0.0,822,0
cat_liga_sum_m1_p,0.0,823,0
cat_liga_mean_m1_p,0.0,824,0
cat_ascenso_sum_m1_p,0.0,825,0
cat_ascenso_mean_m1_p,0.0,826,0
cat_cypher_sum_m1_p,0.0,827,0
cat_cypher_mean_m1_p,0.0,828,0
fase_grupos_sum_m1_p,0.0,829,0
fase_grupos_mean_m1_p,0.0,830,0
fase_jornadas_sum_m1_p,0.0,831,0
fase_jornadas_mean_m1_p,0.0,832,0
fase_rondas_sum_m1_p,0.0,833,0
participo_liga_sum_m1_p,0.0,834,0
participo_liga_mean_m1_p,0.0,835,0
liga_pms_sum_m1_p,0.0,836,0
liga_pms_mean_m1_p,0.0,837,0
liga_pss_sum_m1_p,0.0,838,0
liga_pss_mean_m1_p,0.0,839,0
liga_pes_sum_m1_p,0.0,840,0
liga_pes_mean_m1_p,0.0,841,0
liga_pls_sum_m1_p,0.0,842,0
liga_pls_mean_m1_p,0.0,843,0
wr_tier_BSS_m1_p,0.0,844,0
wr_tier_CHAMPIONS_m1_p,0.0,845,0
wr_tier_DOBLES LC_m1_p,0.0,846,0
wr_tier_DUBERS_m1_p,0.0,847,0
wr_tier_Free For all_m1_p,0.0,848,0
wr_tier_LC_m1_p,0.0,849,0
fase_rondas_mean_m5_g,0.0,850,0
participo_liga_sum_m5_g,0.0,851,0
participo_liga_mean_m5_g,0.0,852,0
liga_pms_mean_m5_g,0.0,853,0
liga_pss_sum_m5_g,0.0,854,0
liga_pss_mean_m5_g,0.0,855,0
liga_pes_mean_m5_g,0.0,856,0
liga_pjs_sum_m5_g,0.0,857,0
liga_pls_sum_m5_g,0.0,858,0
liga_pls_mean_m5_g,0.0,859,0
wr_tier_BSS_m5_g,0.0,860,0
wr_tier_CHAMPIONS_m5_g,0.0,861,0
wr_tier_DOBLES LC_m5_g,0.0,862,0
wr_tier_DUBERS_m5_g,0.0,863,0
wr_tier_Free For all_m5_g,0.0,864,0
wr_tier_Free For all Randoms_m5_g,0.0,865,0
wr_tier_LC_m5_g,0.0,866,0
wr_tier_LEYENDAS Z-A OU_m5_g,0.0,867,0
wr_tier_METRONOMO_m5_g,0.0,868,0
wr_tier_MultiRandomBattle_m5_g,0.0,869,0
wr_tier_NAT DEX DOBLES_m5_g,0.0,870,0
wr_tier_NAT DEX DUBERS_m5_g,0.0,871,0
wr_tier_LEYENDAS Z-A OU_m1_p,0.0,872,0
wr_tier_METRONOMO_m1_p,0.0,873,0
wr_tier_MultiRandomBattle_m1_p,0.0,874,0
wr_tier_NAT DEX DOBLES_m1_p,0.0,875,0
wr_tier_NAT DEX DUBERS_m1_p,0.0,876,0
wr_tier_NAT DEX MONOTYPE_m1_p,0.0,877,0
wr_tier_NAT DEX UBERS_m1_p,0.0,878,0
wr_tier_NAT DEX UBERS UU_m1_p,0.0,879,0
wr_tier_ORRE COLOSSEUM_m1_p,0.0,880,0
wr_tier_OU_m1_p,0.0,881,0
wr_tier_RANDOM DOUBLES_m1_p,0.0,882,0
wr_tier_STADIUM OU GEN 1_m1_p,0.0,883,0
wr_tier_STADIUM OU GEN 2_m1_p,0.0,884,0
wr_tier_UBERS_m1_p,0.0,885,0
wr_tier_VGC 2010_m1_p,0.0,886,0
meses_activo_m3_p,0.0,887,0
fmt_singles_sum_m3_p,0.0,888,0
fmt_singles_mean_m3_p,0.0,889,0
fmt_dobles_sum_m3_p,0.0,890,0
cat_liga_mean_m3_p,0.0,891,0
cat_ascenso_sum_m3_p,0.0,892,0
cat_cypher_sum_m3_p,0.0,893,0
cat_cypher_mean_m3_p,0.0,894,0
fase_grupos_sum_m3_p,0.0,895,0
fase_grupos_mean_m3_p,0.0,896,0
fase_jornadas_sum_m3_p,0.0,897,0
fase_jornadas_mean_m3_p,0.0,898,0
fase_rondas_sum_m3_p,0.0,899,0
fase_rondas_mean_m3_p,0.0,900,0
pokes_venc_sum_m3_p,0.0,901,0
participo_liga_sum_m3_p,0.0,902,0
participo_liga_mean_m3_p,0.0,903,0
liga_pms_mean_m3_p,0.0,904,0
liga_pss_sum_m3_p,0.0,905,0
liga_pss_mean_m3_p,0.0,906,0
liga_pes_sum_m3_p,0.0,907,0
liga_pes_mean_m3_p,0.0,908,0
liga_pjs_sum_m3_p,0.0,909,0
liga_pjs_mean_m3_p,0.0,910,0
wr_tier_BABY RANDOM SINGLES_m3_p,0.0,911,0
wr_tier_BSS_m3_p,0.0,912,0
wr_tier_CHAMPIONS_m3_p,0.0,913,0
wr_tier_DOBLES LC_m3_p,0.0,914,0
wr_tier_DOU_m3_p,0.0,915,0
wr_tier_DUBERS_m3_p,0.0,916,0
wr_tier_Free For all_m3_p,0.0,917,0
wr_tier_Free For all Randoms_m3_p,0.0,918,0
wr_tier_LC_m3_p,0.0,919,0
wr_tier_LEYENDAS Z-A OU_m3_p,0.0,920,0
wr_tier_METRONOMO_m3_p,0.0,921,0
wr_tier_MultiRandomBattle_m3_p,0.0,922,0
wr_tier_NAT DEX DUBERS_m3_p,0.0,923,0
wr_tier_NAT DEX MONOTYPE_m3_p,0.0,924,0
wr_tier_NAT DEX UBERS_m3_p,0.0,925,0
wr_tier_NAT DEX UBERS UU_m3_p,0.0,926,0
wr_tier_ORRE COLOSSEUM_m3_p,0.0,927,0
wr_tier_RANDOM DOUBLES_m3_p,0.0,928,0
wr_tier_RANDOM SINGLES_m3_p,0.0,929,0
wr_tier_STADIUM OU GEN 1_m3_p,0.0,930,0
wr_tier_STADIUM OU GEN 2_m3_p,0.0,931,0
wr_tier_UBERS_m3_p,0.0,932,0
wr_tier_VGC 2010_m3_p,0.0,933,0
n_batallas_m5_p,0.0,934,0
cat_ascenso_sum_m5_p,0.0,935,0
cat_cypher_sum_m5_p,0.0,936,0
cat_cypher_mean_m5_p,0.0,937,0
cat_torneo_sum_m12_g,0.0,938,0
cat_cypher_sum_m12_g,0.0,939,0
fase_grupos_sum_m12_g,0.0,940,0
fase_jornadas_sum_m12_g,0.0,941,0
fase_jornadas_mean_m12_g,0.0,942,0
pokes_venc_sum_m12_g,0.0,943,0
participo_liga_sum_m12_g,0.0,944,0
participo_liga_mean_m12_g,0.0,945,0
liga_pms_sum_m12_g,0.0,946,0
liga_pms_mean_m12_g,0.0,947,0
liga_pss_sum_m12_g,0.0,948,0
liga_pes_sum_m12_g,0.0,949,0
liga_pes_mean_m12_g,0.0,950,0
liga_pjs_mean_m12_g,0.0,951,0
liga_pls_sum_m12_g,0.0,952,0
liga_pls_mean_m12_g,0.0,953,0
wr_tier_BABY RANDOM SINGLES_m12_g,0.0,954,0
wr_tier_BSS_m12_g,0.0,955,0
wr_tier_CHAMPIONS_m12_g,0.0,956,0
wr_tier_DOBLES LC_m12_g,0.0,957,0
wr_tier_DUBERS_m12_g,0.0,958,0
wr_tier_Free For all_m12_g,0.0,959,0
wr_tier_Free For all Randoms_m12_g,0.0,960,0
wr_tier_LC_m12_g,0.0,961,0
fase_elim_sum_m5_p,0.0,962,0
fase_jornadas_sum_m5_p,0.0,963,0
fase_jornadas_mean_m5_p,0.0,964,0
fase_rondas_sum_m5_p,0.0,965,0
pokes_venc_sum_m5_p,0.0,966,0
participo_liga_sum_m5_p,0.0,967,0
participo_liga_mean_m5_p,0.0,968,0
liga_pms_sum_m5_p,0.0,969,0
liga_pss_sum_m5_p,0.0,970,0
liga_pes_sum_m5_p,0.0,971,0
liga_pes_mean_m5_p,0.0,972,0
liga_pjs_sum_m5_p,0.0,973,0
liga_pjs_mean_m5_p,0.0,974,0
liga_pls_sum_m5_p,0.0,975,0
participo_liga_mean_m1_g,0.0,976,0
liga_pms_sum_m1_g,0.0,977,0
wr_tier_CHAMPIONS_m5_p,0.0,978,0
wr_tier_DOBLES LC_m5_p,0.0,979,0
wr_tier_DUBERS_m5_p,0.0,980,0
wr_tier_Free For all_m5_p,0.0,981,0
wr_tier_LC_m5_p,0.0,982,0
wr_tier_LEYENDAS Z-A OU_m5_p,0.0,983,0
wr_tier_METRONOMO_m5_p,0.0,984,0
wr_tier_MultiRandomBattle_m5_p,0.0,985,0
wr_tier_NAT DEX DOBLES_m5_p,0.0,986,0
wr_tier_NAT DEX DUBERS_m5_p,0.0,987,0
wr_tier_NAT DEX MONOTYPE_m5_p,0.0,988,0
wr_tier_NAT DEX UBERS_m5_p,0.0,989,0
wr_tier_NAT DEX UBERS UU_m5_p,0.0,990,0
wr_tier_ORRE COLOSSEUM_m5_p,0.0,991,0
wr_tier_RANDOM DOUBLES_m5_p,0.0,992,0
wr_tier_STADIUM OU GEN 1_m5_p,0.0,993,0
wr_tier_STADIUM OU GEN 2_m5_p,0.0,994,0
wr_tier_UBERS_m5_p,0.0,995,0
ma_ratio_m3_vs_m12_p,0.0,996,0
wr_tier_VGC 2010_m5_p,0.0,997,0
n_batallas_m7_p,0.0,998,0
meses_activo_m7_p,0.0,999,0
fmt_singles_sum_m7_p,0.0,1000,0
cat_torneo_mean_m1_g,0.0,1001,0
nb_diff_m1_vs_m3_p,0.0,1002,0
cat_torneo_sum_m7_p,0.0,1003,0
cat_ascenso_sum_m7_p,0.0,1004,0
cat_cypher_sum_m7_p,0.0,1005,0
cat_cypher_mean_m7_p,0.0,1006,0
wr_tier_Free For all Randoms_m1_g,0.0,1007,0
fase_grupos_sum_m7_p,0.0,1008,0
fase_grupos_mean_m7_p,0.0,1009,0
fase_jornadas_sum_m7_p,0.0,1010,0
fase_jornadas_mean_m7_p,0.0,1011,0
fase_rondas_sum_m7_p,0.0,1012,0
wr_tier_RANDOM DOUBLES_m15_g,0.0,1013,0
pokes_venc_sum_m7_p,0.0,1014,0
participo_liga_sum_m7_p,0.0,1015,0
participo_liga_mean_m7_p,0.0,1016,0
liga_pms_mean_m7_p,0.0,1017,0
liga_pss_sum_m7_p,0.0,1018,0
liga_pss_mean_m7_p,0.0,1019,0
liga_pes_sum_m7_p,0.0,1020,0
liga_pes_mean_m7_p,0.0,1021,0
wr_tier_ORRE COLOSSEUM_m1_g,0.0,1022,0
wr_tier_RANDOM DOUBLES_m3_g,0.0,1023,0
wr_tier_STADIUM OU GEN 1_m3_g,0.0,1024,0
wr_tier_STADIUM OU GEN 2_m3_g,0.0,1025,0
wr_tier_UBERS_m3_g,0.0,1026,0
wr_tier_VGC 2010_m3_g,0.0,1027,0
meses_activo_m5_g,0.0,1028,0
fmt_singles_sum_m5_g,0.0,1029,0
liga_pms_sum_m9_g,0.0,1030,0
fmt_vgc_sum_m5_g,0.0,1031,0
log_n_batallas_m18_p,0.0,1032,0
n_batallas_m1_g,0.0,1033,0
cat_liga_mean_m5_g,0.0,1034,0
cat_torneo_sum_m5_g,0.0,1035,0
cat_ascenso_sum_m5_g,0.0,1036,0
cat_ascenso_mean_m5_g,0.0,1037,0
cat_cypher_sum_m5_g,0.0,1038,0
cat_cypher_mean_m5_g,0.0,1039,0
fase_grupos_sum_m5_g,0.0,1040,0
fase_jornadas_sum_m5_g,0.0,1041,0
fase_jornadas_mean_m5_g,0.0,1042,0
fase_rondas_sum_m5_g,0.0,1043,0
liga_pls_sum_m7_p,0.0,1044,0
liga_pls_mean_m7_p,0.0,1045,0
wr_tier_BABY RANDOM SINGLES_m7_p,0.0,1046,0
wr_tier_BSS_m7_p,0.0,1047,0
wr_tier_CHAMPIONS_m7_p,0.0,1048,0
wr_tier_DOBLES LC_m7_p,0.0,1049,0
wr_tier_DUBERS_m7_p,0.0,1050,0
wr_tier_Free For all_m7_p,0.0,1051,0
wr_tier_Free For all Randoms_m7_p,0.0,1052,0
wr_tier_LC_m7_p,0.0,1053,0
wr_tier_LEYENDAS Z-A OU_m7_p,0.0,1054,0
wr_tier_METRONOMO_m7_p,0.0,1055,0
wr_tier_MultiRandomBattle_m7_p,0.0,1056,0
wr_tier_NAT DEX DOBLES_m7_p,0.0,1057,0
wr_tier_NAT DEX DUBERS_m7_p,0.0,1058,0
wr_tier_NAT DEX MONOTYPE_m7_p,0.0,1059,0
wr_tier_NAT DEX UBERS_m7_p,0.0,1060,0
wr_tier_NAT DEX UBERS UU_m7_p,0.0,1061,0
wr_tier_ORRE COLOSSEUM_m7_p,0.0,1062,0
wr_tier_OU_m7_p,0.0,1063,0
wr_tier_RANDOM DOUBLES_m7_p,0.0,1064,0
wr_tier_STADIUM OU GEN 1_m7_p,0.0,1065,0
fmt_singles_sum_m9_g,0.0,1066,0
meses_activo_m1_g,0.0,1067,0
fmt_vgc_sum_m1_g,0.0,1068,0
cat_ascenso_sum_m9_g,0.0,1069,0
cat_ascenso_mean_m9_g,0.0,1070,0
fmt_vgc_mean_m1_g,0.0,1071,0
wr_tier_Free For all Randoms_m9_g,0.0,1072,0
wr_tier_LC_m9_g,0.0,1073,0
wr_tier_LEYENDAS Z-A OU_m9_g,0.0,1074,0
wr_tier_METRONOMO_m9_g,0.0,1075,0
wr_tier_MultiRandomBattle_m9_g,0.0,1076,0
wr_tier_NAT DEX DOBLES_m9_g,0.0,1077,0
wr_tier_NAT DEX DUBERS_m9_g,0.0,1078,0
wr_tier_NAT DEX MONOTYPE_m9_g,0.0,1079,0
wr_tier_NAT DEX UBERS_m9_g,0.0,1080,0
